This sheet brings together all the data and decides on the classification,,,,,,Min_class=,20,arcsec,Guard-band,5,arcsec,,,,,,,,,
name,validity flag,Comment,A,B,C,PA,RA centroid,Dec centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L_{888},ABS_MAG,flux
J201551.2-585900,1,CD fr2,50.12352781,67.86618891,18.91993068,62.73793547,303.9634907,-58.98317887,FR2,303.9632332,-58.9831404,303.963144,-58.983074,24.7002,0,0,0,0,0,0.005821774
J201555.8-583651,1,hymors - good example,107.8255638,139.6358847,35.60642183,49.86871131,303.984628,-58.61353067,FR2,303.9823327,-58.6141663,303.982402,-58.61421,17.7245,0,0,0,0,0,0.083169883
J201558.9-524421,1,bt,50,77.42395774,46.24913826,51.32541328,303.9982068,-52.7409972,FR2,303.9955757,-52.7391672,303.995566,-52.739194,20.1009,303.9990314,-52.73915931,0,0,0,0.061317361
J201603.8-584609,4,fr2,28.4,54.5683,26.2906,85.47754,304.0145991,-58.77026968,FRx,304.0156935,-58.7691194,304.016017,-58.769619,23.4954,0,0,0,0,0,0.019312336
J201612.0-500510,4,fr2,61.2,83.4237,37.6149,53.5087,304.0449354,-50.08573633,FR2,304.050143,-50.0861684,304.050027,-50.086403,25.115,0,0,0,0,0,0.018108699
J201613.7-620413,1,fr2,31.2409987,51.053603,18.62875159,50.73885664,304.0568658,-62.06971529,FR2,304.0568945,-62.0703786,304.056787,-62.070369,23.2961,0,0,0,0,0,0.003776367
J201624.9-505549,4,frx,18.51,41.1783,23.9613,9.272602,304.0968909,-50.94603807,FRx,304.103563,-50.9301865,0,0,0,0,0,0,0,0,0.016984574
J201623.6-610554,1,fr2,48.37354649,68.55766201,24.07725925,150.1544445,304.0988921,-61.09903839,FR2,304.0981839,-61.0983085,304.098265,-61.098327,23.7037,304.1030571,-61.09925299,0,0,0,0.009716613
J201622.3-613155,4,fr2 - may be confused,168,202.6127,40.475,108.12186,304.081039,-61.53177867,FR2,304.0928069,-61.5320494,304.092897,-61.532057,19.3604,304.0928732,-61.53206984,0.47407478,8.21E+24,-22.82815798,0.002619359
J201635.7-503005,1,fr2,181.1077028,210.6881408,41.55367835,149.44365,304.1491594,-50.50104367,FR2,304.1487889,-50.5013043,304.148779,-50.50135,20.4116,304.1487878,-50.50135003,0.5464536,1.12E+26,-22.1465139,0.074053469
J201636.5-533454,4,fr2,151.2,190.8528,39.6659,116.392473,304.1523981,-53.58296545,FR2,304.1520027,-53.5815625,304.151862,-53.581285,17.3291,304.1518516,-53.58126808,0.18308239,4.31E+23,-22.48410869,0.001651749
J201638.4-494122,1,frx,31.6227766,57.02752883,28.25301578,162.6099321,304.1591761,-49.68994833,FR2,304.1600358,-49.6894467,304.160114,-49.68936,16.5811,304.1590304,-49.69098527,0,0,0,0.016965577
J201646.0-604326,4,fr2,54.2,71.818,23.3238,45.53546,304.1921835,-60.72318277,FR2,304.1916355,-60.7237788,304.191647,-60.723729,20.848,304.1916118,-60.72371063,0.7670727,2.22E+25,-22.60438663,0.005777561
J201646.5-574439,4,djs bt,0,37.9375,23.0313,0,304.1960737,-57.74472453,SINGLE,304.1937572,-57.7441997,304.193764,-57.744203,18.3959,0,0,0,0,0,0.000453408
J201645.9-615050,4,fr2,132,157.1899,35.4047,12.106098,304.1919229,-61.84618066,FR2,304.1910772,-61.8473256,304.19101,-61.847204,21.2671,304.1909916,-61.84721121,0.47491664,1.65E+25,-20.92605105,0.027776683
J201651.3-503956,1,fr2,97.69945606,124.6428842,27.5837504,113.1632779,304.2112589,-50.6634328,FR2,304.2138841,-50.6656698,304.214043,-50.665604,20.5394,304.2140526,-50.66559072,0.6274709,6.57E+25,-22.38140871,0.030359779
J201642.9-574614,4,fr2,191.4,212.4,28.6642,115.253164,304.1772025,-57.77159723,FR2,304.1786867,-57.7706338,304.178691,-57.770633,19.5015,0,0,0,0,0,0.005611202
J201659.5-625722,1,frx,43.68065934,65.90073888,25.95546158,105.7885458,304.2517184,-62.95650069,FR2,304.2479523,-62.9561557,304.24812,-62.956058,19.1297,0,0,0,0,0,0.009209104
J201659.5-531529,1,frx,24.33105012,56.47342228,32.10938704,100.7991524,304.2477957,-53.25756215,FR1,304.247874,-53.2579873,304.247822,-53.257904,20.8544,0,0,0,0,0,0.064549711
J201711.7-512735,4,frx,36.8,74.322,28.7898,10.007979,304.2981816,-51.46190215,FRx,304.2989333,-51.4597573,304.298947,-51.459765,19.3404,304.2989426,-51.45977594,0.36544046,2.14E+24,-22.18077068,0.002827477
J201720.8-495236,1,frx,27.20294102,46.41688057,22.18020686,159.5984557,304.3365265,-49.87570094,FR2,304.3367256,-49.8766815,304.336211,-49.87641,25.2541,304.3359317,-49.87780229,0,0,0,0.007247274
J201722.4-531300,1,fr2,46.04345773,67.43954012,23.33818536,177.7772793,304.3429543,-53.21589404,FR2,304.3435291,-53.2165485,304.343427,-53.216604,24.6582,0,0,0,0,0,0.00507554
J201723.9-610211,4,cd fr2,117.6,136.8574,23.7956,78.5975,304.3432337,-61.03712288,FR2,304.3497557,-61.0364082,304.349865,-61.036415,20.237,304.3498604,-61.03642112,0.6205647,1.06E+25,-22.65466983,0.002551474
J201723.1-505340,1,frx,28.63564213,60.14598027,28.43347071,99.28782043,304.3480738,-50.89473961,FRx,304.3463732,-50.8944682,304.346237,-50.894446,17.504,0,0,0,0,0,0.035172851
J201726.2-594445,4,fr2,47,69.3539,21.7346,78.95905,304.3605764,-59.74573923,FR2,304.359092,-59.7459299,304.359191,-59.746,22.3981,304.3591448,-59.74598353,0.69831634,9.53E+24,-20.80519189,0.001624504
J201728.4-592511,4,frx,24.1,44.2925,19.5967,350.77783,304.3680383,-59.41894108,FRx,304.3681453,-59.419645,304.368127,-59.419672,20.0908,304.3681455,-59.41967643,0.5490662,3.24E+24,-22.47977813,0.000855118
J201732.1-630006,1,frx,56.56854249,88.66088,36.06571408,172.737314,304.3838101,-62.99981961,FR2,304.3839389,-63.0015694,304.384026,-63.00159,22.4543,304.3840816,-63.00159136,0.8056434,3.16E+26,-21.12856922,0.082379915
J201735.4-535720,0,out of field,0,0,0,0,0,0,NA,304.3973846,-53.9555928,304.397327,-53.95568,21.6991,304.3973239,-53.95568264,0.779847,8.53E+25,-21.79718946,-1
J201738.4-503718,4,cd frx,61.2,83.8551,46.5031,331.0561,304.4157476,-50.62328666,FR2,304.4100308,-50.6215503,304.410023,-50.621601,20.3415,304.4100274,-50.62160091,0.60945314,5.48E+24,-22.50263699,0.00076495
J201740.1-591623,1,frx,39.84971769,69.99669944,26.65646247,17.06240907,304.4153822,-59.27497688,FR2,304.4170745,-59.2731047,304.416861,-59.27324,21.0113,304.4168789,-59.27326113,0.52986056,2.64E+25,-21.46632192,0.019461284
J201742.5-591352,4,fr2,127.2,155.8215,42.5069,327.5288,304.4262952,-59.23029573,FR2,304.426913,-59.2312297,304.426954,-59.231225,21.2333,304.4269551,-59.23123308,0.6362373,1.22E+25,-21.72406159,0.017973158
J201743.8-502615,1,fr2,52.03844733,68.29436663,21.5590844,0.908322219,304.4323473,-50.43648519,FR2,304.4325256,-50.4374575,304.43293,-50.437385,22.9152,0,0,0,0,0,0.002572583
J201745.1-631215,0,out of field,0,0,0,0,0,0,NA,304.4379938,-63.2041712,304.438011,-63.204121,15.7282,304.4379978,-63.2041237,0.07737661,3.17E+23,-22.06900176,-1
J201745.3-531952,1,djs,0,27.87795222,17.22894651,44.98364084,304.4388808,-53.33135739,SINGLE,304.4385673,-53.3310533,304.438996,-53.331286,20.4934,304.4383707,-53.33050236,0,0,0,0.002161753
J201746.0-485427,4,fr2,33.2,59.3141,28.2824,43.34415,304.4410001,-48.90723624,FR2,304.4414826,-48.9073935,0,0,0,0,0,0,0,0,0.010214169
J201745.0-484510,4,fr2 bt,55,76.5305,41.6203,66.3487,304.4373199,-48.75520401,FR2,304.4373085,-48.7528665,0,0,0,0,0,0,0,0,0.000602479
J201747.4-555957,0,out of field,0,0,0,0,0,0,NA,304.4475559,-55.9990545,304.447553,-55.99905,17.1179,304.4475469,-55.99904839,0.22598207,0,0,-1
J201748.9-531322,4,frx,29.6,44.2656,18.1399,135.586624,304.4530774,-53.22431478,FR2,304.4536884,-53.2229005,304.45398,-53.222666,20.1173,304.4539748,-53.22265897,0.66438615,0,0,0.000170637
J201752.6-503116,1,djs. Possibly long jets to ne and sw,0,24.48403719,19.82813975,47.02162347,304.4694409,-50.52151331,SINGLE,304.4693707,-50.5209764,304.469315,-50.520991,18.0597,304.4693075,-50.52099758,0.28921187,0,0,0.002327515
J201758.6-603744,1,s-shaped frx,19.6977156,69.97444481,47.85312395,9.159714298,304.4939004,-60.63028362,FR1,304.4940867,-60.6289334,304.494154,-60.628962,20.7433,304.4941624,-60.62897154,0.56567836,3.73E+25,-21.90525251,0.023987388
J201802.0-482426,4,fr2,62.4,90.5072,47.7606,33.772625,304.5054081,-48.40576163,FR2,304.508454,-48.4072543,0,0,0,0,0,0,0,0,0.015065705
J201800.6-494014,4,frx,40.5,64.8803,17.8093,92.1210964,304.5053888,-49.67079472,FR2,304.5023905,-49.670575,304.502369,-49.670508,18.7934,0,0,0,0,0,0.000893744
J201803.5-594821,4,frx,33.3,53.3728,21.4362,326.12146,304.5160384,-59.80632798,FR2,304.5144402,-59.8058237,304.514759,-59.805574,21.6749,0,0,0,0,0,0.088420542
J201806.8-585945,4,fr2,84,107.542,26.8605,4.8169155,304.5277241,-58.99571432,FR2,304.5283624,-58.9957894,304.528421,-58.99584,17.0762,304.5293125,-58.99310718,0,0,0,0.000781987
J201807.4-504328,1,bt hymors,59.46427499,105.8154097,59.61968776,37.42129944,304.5368126,-50.72620018,FR2,304.5306723,-50.7243506,304.530626,-50.724353,18.0605,304.5306256,-50.72435718,0.37847006,0,0,0.09956887
J201809.6-610723,1,frx,26.07680962,55.53912901,24.83984997,96.61616382,304.5395913,-61.1235382,FRx,304.5399874,-61.1231913,304.540411,-61.123553,20.8773,304.5412598,-61.12141361,0,0,0,0.01553528
J201810.0-500219,1,fr2,42.04759208,69.65020285,40.64017524,80.89203203,304.5423931,-50.04160234,FR2,304.5417831,-50.0386882,304.541905,-50.03874,23.7647,0,0,0,0,0,0.014718935
J201812.4-501001,1,djs,0,30.22162589,17.08229605,53.6138448,304.5525298,-50.16660791,SINGLE,304.5518362,-50.1668488,304.55184,-50.166769,22.4533,304.5518472,-50.16677551,0.8788231,0,0,0.002392115
J201814.0-622934,4,fr2 bt,57.5,80.2991,42.4515,55.561,304.5647392,-62.48813475,FR2,304.5583772,-62.4926899,304.558435,-62.492666,19.1096,304.5584306,-62.49266536,0.30108687,0,0,0.009524156
J201813.8-560138,4,cd frx,33.4,58.2886,30.2665,331.48245,304.5582204,-56.02752637,FR2,304.5574074,-56.0273407,304.557504,-56.027329,22.0439,304.5574915,-56.02733073,0.88965595,8.21E+25,-21.80339576,0.016281052
J201815.4-523519,4,fr1 bt,31.9,57.6959,45.6297,325.87506,304.5590797,-52.5917611,FR2,304.5641138,-52.5885218,304.56411,-52.588561,18.1493,304.5641105,-52.58856541,0.25148052,1.7E+24,-22.43679861,0.006478675
J201814.2-483334,4,fr2,47.1,72.646,33.2898,316.08093,304.5559306,-48.55827061,FR2,304.558966,-48.5594173,0,0,0,0,0,0,0,0,0.060234962
J201821.3-515046,4,frx,19.3,47.7421,30.1888,5.079608,304.586695,-51.84783633,FR1,304.588697,-51.8459955,304.588492,-51.846065,22.6504,304.5884592,-51.84607541,0.9048973,4.46E+25,-21.24224653,0.007664331
J201828.5-522413,1,fr2,58.03447251,85.44019062,31.45979665,177.1745327,304.6193748,-52.40434361,FR2,304.6186996,-52.4035334,304.619,-52.403629,22.0029,304.6190039,-52.40361898,1.0483575,3.37E+26,-22.28321578,0.042194813
J201828.6-610316,4,fr2 bt,93,125.0867,48.8721,13.091893,304.6218311,-61.05385023,FR2,304.6193306,-61.0545733,304.619292,-61.054549,18.6168,304.6192894,-61.0545513,0.3608044,9.67E+24,-22.87196824,0.015977809
J201830.7-603014,0,blobs,0,0,0,0,0,0,NA,304.6278266,-60.5040121,304.62788,-60.504017,19.8808,304.6278568,-60.50401863,0.5296787,2.12E+24,-22.59592671,0.0010232
J201831.6-583121,4,djs,0,61.8054,24.1042,147.01148,304.6309705,-58.52320618,SINGLE,304.6316417,-58.5225922,304.631321,-58.522685,22.1454,304.631325,-58.52269628,0.7553559,0,0,0.000126248
J201834.9-572439,0,complex source,0,0,0,0,0,0,NA,304.645623,-57.4109154,0,0,0,0,0,0,0,0,0.018529419
J201837.5-501044,1,frx,32.984845,61.18936749,36.58277022,167.1471161,304.6565798,-50.17908409,FRx,304.6561283,-50.1789243,304.656206,-50.17893,17.8642,304.6561983,-50.17894624,0.25348833,7.67E+24,-22.74150629,0.0362317
J201841.3-513709,1,asymmetrical fr2,78,96.73383943,20.5703098,23.31878907,304.6693837,-51.62364005,FR2,304.6722402,-51.619161,304.672231,-51.619196,15.3184,0,0,0,0,0,0.004653058
J201847.8-524234,4,fr2,17,48.1817,27.9398,106.378082,304.6996903,-52.70976841,FR1,304.699252,-52.7093997,304.699295,-52.709337,14.5325,304.6992307,-52.70930994,0.047157567,3.25E+23,-22.14351531,0.145444429
J201848.9-483724,1,fr2,32.55764119,54.47239567,20.76915153,100.4006801,304.7043129,-48.62393783,FR2,304.7037487,-48.6233419,304.703959,-48.623292,24.0673,0,0,0,0,0,0.006040676
J201852.5-593640,0,blob,0,0,0,0,0,0,NA,304.7185875,-59.6110736,304.718553,-59.611,21.7188,304.7149178,-59.61058399,0,0,0,0.001231704
J201853.3-514822,1,djs,0,45.06314308,33.72663673,55.42690664,304.7232022,-51.80644895,SINGLE,304.7222517,-51.8061549,304.721985,-51.806058,20.6968,0,0,0,0,0,0.166394534
J201901.3-525420,4,weird and wonderful BT galaxy. A is total length of bent jets - photo,243.6,222.1523,132.6191,51.5289,304.720519,-52.92306923,FR2,304.7553721,-52.9055841,304.755364,-52.905573,14.0652,304.7553536,-52.90557432,0.04470218,5.06E+23,-22.4908832,0.101859978
J201858.6-480948,0,out of field,0,0,0,0,0,0,NA,304.7442436,-48.1632855,0,0,0,0,0,0,0,0,-1
J201859.9-544147,1,djs,0,38.88056009,29.45837186,35.99721708,304.7501061,-54.69659616,SINGLE,304.749529,-54.6964877,304.749663,-54.696418,19.2967,304.7496609,-54.69642131,0.33012974,0,0,0.01551685
J201904.4-520140,1,djs,0,54.9017234,40.05485925,50.25432931,304.7696614,-52.02732552,SINGLE,304.7682793,-52.027639,304.76831,-52.027627,18.2086,0,0,0,0,0,0.342134644
J201910.9-502426,4,fr2,83.4,110.2147,26.8327,3.5447664,304.7962021,-50.40751728,FR2,304.7955276,-50.4071216,304.795499,-50.407093,20.6226,304.7954918,-50.40709168,0.5948692,3.53E+24,-22.15789123,0.00016829
J201913.4-583703,1,single,0,43.23309366,29.80814107,78.10650798,304.8067699,-58.61778426,SINGLE,304.8059042,-58.6175431,304.805986,-58.617499,21.5649,0,0,0,0,0,0.042322286
J201917.0-513109,1,frx,40.79215611,64.89728547,30.03405839,169.4785699,304.8212099,-51.51960054,FR2,304.821029,-51.5190973,304.821021,-51.519108,23.4575,0,0,0,0,0,0.014413734
J201919.8-485621,1,single,0,37.46910931,21.41373906,94.5568048,304.8325271,-48.93920896,SINGLE,304.8324406,-48.9390557,0,0,0,0,0,0,0,0,0.006999777
J201921.8-530407,1,djs,0,39.4806697,27.73861614,53.26758308,304.8407775,-53.06849787,SINGLE,304.8408244,-53.068515,304.840745,-53.068577,21.8072,304.8407562,-53.06857335,0.734404,0,0,0.016891517
J201923.2-582411,0,3 blobs in a line,0,0,0,0,0,0,NA,304.8467371,-58.4030566,0,0,0,0,0,0,0,0,0.001455189
J201923.7-565156,4,fr1 bt beautiful tangled lobes,62.4,165.9623,76.1914,74.2734,304.8508882,-56.86060024,FR1,304.8486601,-56.8654949,0,0,0,0,0,0,0,0,0.019661842
J201926.4-611426,4,frx,26.9,57.5327,26.8576,91.397181,304.85677,-61.24037006,FRx,304.8599484,-61.240656,304.859871,-61.240602,20.3805,304.8598128,-61.24060612,0.6768359,8.01E+26,-22.74013947,0.331694636
J201926.8-591834,1,weird frx,46.81879964,82.36341165,33.24374282,161.733158,304.8612793,-59.30660368,FR2,304.8615693,-59.3093467,304.861668,-59.309297,19.0531,304.8616662,-59.30929638,0.3587904,1.77E+25,-22.4214722,0.035612878
J201934.3-565657,4,frx,61.2,97.6237,29.1206,79.97397,304.8928408,-56.94956647,FR2,304.8928939,-56.94914,0,0,0,0,0,0,0,0,0.068044708
J201934.3-591123,4,frx distorted diffuse lobes,63.6,114.0459,72.7534,18.387321,304.8850229,-59.19813013,FR2,304.8930207,-59.1896543,304.892859,-59.189791,18.6324,304.8945132,-59.1870652,0,0,0,0.055276033
J201936.1-503627,4,djs,0,56.9015,29.758,113.893967,304.9000851,-50.60766251,SINGLE,304.9004943,-50.6074006,304.900479,-50.607355,17.7071,304.9004646,-50.60735511,0.2930914,0,0,0.016297491
J201937.0-603229,4,fr2,44.5,85.2731,38.1857,72.64374,304.9024757,-60.54087171,FRx,304.9043043,-60.5412968,304.904332,-60.541148,18.223,0,0,0,0,0,0.03745691
J201938.5-501522,4,ddrg,75,184.7723,31.196,316.5575,304.9108385,-50.25857718,FR1,304.9103477,-50.2560332,304.910322,-50.256094,20.6648,304.9102979,-50.25611014,0.590026,2.64E+25,-22.09422884,0.016307687
J201942.5-590534,4,cd fr2,72.6,85.3373,21.5856,308.0142,304.9232284,-59.09161139,FR2,304.9272165,-59.0928488,304.92715,-59.093081,20.5773,304.9271813,-59.09308134,0.72127205,0,0,0.001380711
J201947.0-494629,1,djs,0,62.21047175,38.65891955,107.413534,304.9480231,-49.77348149,SINGLE,304.9458753,-49.7747987,304.946019,-49.774933,19.5936,0,0,0,0,0,0.039776294
J201950.2-491802,1,djs,0,28.47117872,18.77504988,24.01947413,304.9601759,-49.29969662,SINGLE,304.959331,-49.3006539,0,0,0,0,0,0,0,0,0.002472111
J201950.4-483728,1,fr2,58.03447251,73.18586557,16.57392213,91.11240125,304.9610854,-48.62395835,FR2,304.9600847,-48.6243675,304.959826,-48.624217,20.8325,304.9598245,-48.62421178,0.7401411,1.48E+25,-22.52497354,0.003072562
J201955.1-560333,4,frx,24.7,50.1946,25.5683,113.962488,304.9801161,-56.05836328,FRx,304.9794155,-56.0590539,304.979111,-56.059126,21.7193,304.9808317,-56.05923354,0,0,0,0.008180901
J201956.6-555303,1,frx,42.04759208,77.40908557,25.59620093,93.3329163,304.9904664,-55.88470204,FR2,304.9860371,-55.884235,304.985958,-55.884218,18.3244,304.9859547,-55.88422486,0.22522746,2.31E+24,-21.99110671,0.012717002
J201958.0-533325,4,djs,0,60.4618,24.7834,17.585485,304.9908255,-53.55707636,SINGLE,304.9917241,-53.5570075,304.99139,-53.557043,20.5614,304.9913778,-53.55705256,0.74551296,1.3E+25,-22.81526748,0.002764843
J201959.1-590353,1,frx,24,70.55616694,41.76371431,92.29716965,304.995452,-59.06418553,FR1,304.9960449,-59.0647531,304.996122,-59.064811,22.3168,304.9961281,-59.06482016,0.94216853,2.27E+27,-21.68367254,0.390037502
J202006.2-511148,1,fr2,25.45584412,46.20036636,18.61344474,136.5412368,305.0248689,-51.19625342,FRx,305.0257124,-51.1966809,305.025812,-51.196665,20.9872,305.0258078,-51.19666258,0.60210127,8.36E+24,-21.82503471,0.003731261
J202010.6-484429,4,fr2,66,92.2056,19.945,50.468327,305.0457185,-48.74086253,FR2,305.0442856,-48.7413712,305.044303,-48.741409,19.0436,305.0442986,-48.74141678,0.38676077,1.51E+24,-22.62186569,0.000266555
J202011.2-550242,1,djs,0,44.29067672,18.66610435,55.3933094,305.0476476,-55.04488505,SINGLE,305.0465744,-55.0449363,305.046408,-55.04499,18.8963,0,0,0,0,0,0.003697702
J202013.1-515739,1,frx,24.41311123,44.79194983,19.37018264,123.6097853,305.0582549,-51.96245579,FRx,305.0545741,-51.9608082,305.054498,-51.960798,22.6213,305.0545451,-51.96078295,0.9009787,2.61E+25,-21.25975841,0.003495201
J202015.2-551758,1,frx,40.04996879,70.63678232,30.93748516,91.69963713,305.0591955,-55.29888243,FR2,305.0632445,-55.2995336,305.063083,-55.299467,23.5806,0,0,0,0,0,0.039305464
J202017.6-522922,4,fr2,169.8,190.8672,28.5212,58.58234,305.0834123,-52.48481395,FR2,305.0732515,-52.4894948,305.073181,-52.489392,19.2122,305.0731789,-52.4893912,0.42575416,0,0,0.003928145
J202019.0-501945,1,djs,0,46.94659444,26.8728078,33.18084433,305.0783858,-50.32941531,SINGLE,305.0790971,-50.3292308,305.079055,-50.3293,20.7813,305.0790598,-50.32930028,0.66338784,0,0,0.013937168
J202020.9-513209,4,frx - very diffuse lobes,57.2,87.7453,58.627,111.146912,305.0874698,-51.53614748,FR2,305.0870101,-51.5357175,305.087005,-51.535723,19.3084,305.0870112,-51.53572604,0.2840384,3.95E+24,-21.57924158,0.010328105
J202022.4-581704,4,possibly a further extended diffuse lobe to NE,80.4,106.8327,25.4599,58.93994,305.0939719,-58.28443052,FR2,305.0935217,-58.2843811,305.093726,-58.284553,17.7898,305.0937234,-58.28456165,0.24832487,1.46E+24,-22.76518818,0.005561497
J202031.8-485653,1,frx,21.54065923,45.61019656,25.81030689,70.75392541,305.1344157,-48.94779703,FRx,305.1323024,-48.9479409,305.132652,-48.948167,19.0956,0,0,0,0,0,0.009573164
J202033.0-541857,1,djs,0,38.95149738,23.02388977,168.6770349,305.1374993,-54.31616247,SINGLE,305.1373721,-54.3157535,305.137417,-54.315811,21.8808,305.1374097,-54.31581256,0.9020025,0,0,0.007947336
J202037.3-565627,1,fr2,28.63564213,50.62844069,24.208589,166.9194802,305.1547157,-56.94096899,FR2,305.1554663,-56.9407295,0,0,0,0,0,0,0,0,0.007852078
J202037.1-551451,1,fr2,30,61.70550269,28.08791785,53.90236648,305.1554302,-55.24642343,FRx,305.1547491,-55.247413,305.154412,-55.24748,23.2685,0,0,0,0,0,0.023115336
J202049.1-494915,1,fr2,30.59411708,60.38684662,35.22207094,13.06903556,305.2027756,-49.82284742,FRx,305.2043774,-49.8209692,305.204425,-49.820929,23.1585,0,0,0,0,0,0.123859256
J202048.9-544048,1,djs,0,44.57929642,27.39063173,147.5790965,305.2036255,-54.68009716,SINGLE,305.203845,-54.6801319,305.203763,-54.68024,21.1322,0,0,0,0,0,0.014669618
J202051.1-552752,4,good example of Hymors - photo,114,174.5174,33.248,25.906507,305.2155225,-55.46270656,FR2,305.2128357,-55.4643776,305.212874,-55.464286,19.1516,305.2132748,-55.46581534,0,0,0,0.001219724
J202053.1-522631,4,frx,44.1,72.1572,33.1387,75.67728,305.2239871,-52.44180189,FR2,305.2214376,-52.4418431,305.221535,-52.441974,21.9371,305.2215313,-52.44195656,0.7507922,7.87E+25,-21.45830141,0.024244277
J202058.1-480631,0,out of field,0,0,0,0,0,0,NA,305.2420853,-48.1086656,0,0,0,0,0,0,0,0,-1
J202100.2-494948,4,frx,13.9,36.1846,27.5359,127.733047,305.2519657,-49.83017852,FR1,305.2506895,-49.8301383,305.250692,-49.830187,24.3789,0,0,0,0,0,0.005407988
J202102.9-493633,4,big FR2 N-S,297.6,357.9685,47.6835,349.80066,305.2664847,-49.61294373,FR2,305.2620932,-49.6091164,305.26208,-49.609131,18.7233,0,0,0,0,0,0.001651405
J202111.0-524513,4,djs,0,72.5817,40.6474,84.45468,305.2952387,-52.75398414,SINGLE,305.295723,-52.7537436,305.295276,-52.753736,15.6674,305.2952614,-52.75373483,0.11005825,0,0,0.091228917
J202128.6-505314,1,fr2,65.60487787,84.38979236,19.16192991,52.54101199,305.3691399,-50.88717217,FR2,305.3692862,-50.8871073,305.369806,-50.886939,24.4537,305.3670662,-50.88662702,0,0,0,0.003343695
J202132.2-543037,1,fr2,32.55764119,52.85823838,18.0298438,99.51041816,305.3799653,-54.51049566,FR2,305.384185,-54.5101802,305.384243,-54.510181,16.3505,0,0,0,0,0,0.004561477
J202149.7-593001,4,hymors,188.4,217.6565,65.7916,305.58267,305.4808202,-59.50747596,FR2,305.456996,-59.5003039,305.456451,-59.500423,17.815,305.4564515,-59.50042092,0.13675116,5.01E+23,-21.30337856,0.002252103
J202149.2-614124,4,fr2,38.2,58.5,26,0,305.4553322,-61.68922721,FR2,305.4549262,-61.6900814,305.454936,-61.689973,20.528,305.4549371,-61.68997868,0.40237018,1.23E+24,-21.23852398,0.00066512
J202149.2-525816,4,hymors? Lobe to N but curved tail to S,111,149.4814,51.9198,354.57678,305.4511283,-52.96784644,FR2,305.4549472,-52.9709822,305.455222,-52.970826,20.9284,305.4552271,-52.97082727,0.36819533,0,0,0.108190281
